Contract_number	Client_class
130605-131445	2.0
130722-101700	2.0
130605-113403	4.0
130618-140443	3.0
130718-162156	3.0
130605-130323	4.0
130722-102439	2.0
130605-134910	2.0
130630-180532	3.0
130605-155045	2.0
130605-184558	2.0
130630-142418	4.0
130605-103704	2.0
130605-104922	2.0
130704-154119	2.0
130605-130351	3.0
130627-123729	4.0
130605-135335	3.0
130717-111931	2.0
130729-145257	4.0
130605-141618	1.0
130618-163632	1.0
130717-171358	1.0
130605-161750	4.0
130704-093349	4.0
130719-132713	4.0
130605-175940	4.0
130721-170345	4.0
130605-185555	2.0
130624-161331	2.0
130724-094804	2.0
130605-172921	2.0
130618-104112	2.0
130629-091709	2.0
130723-092147	2.0
130727-091337	2.0
130605-082024	4.0
130605-114007	3.0
130618-170914	3.0
130709-100756	3.0
130721-143310	3.0
130605-112554	2.0
130611-172323	2.0
130701-104214	2.0
130715-132335	2.0
130605-130801	4.0
130605-142125	2.0
130605-140345	2.0
130605-142804	4.0
130605-174603	2.0
130702-162814	3.0
130716-163521	4.0
130605-104328	4.0
130605-103302	4.0
130709-090201	4.0
130605-105145	4.0
130605-160311	2.0
130605-102728	2.0
130605-114706	4.0
130605-142807	4.0
130605-103342	2.0
130605-133336	4.0
130701-121929	2.0
130605-152325	4.0
130703-183647	2.0
130605-134356	4.0
130710-104216	4.0
130605-143145	2.0
130615-142349	2.0
130629-142039	2.0
130729-174315	4.0
130605-115201	4.0
130605-111641	4.0
130619-152603	2.0
130605-135705	1.0
130605-143119	3.0
130605-143554	2.0
130605-152018	4.0
130605-160141	4.0
130605-160136	4.0
130614-130746	3.0
130605-165553	4.0
130716-104227	4.0
130605-164809	4.0
130605-175241	4.0
130605-175249	2.0
130618-182909	4.0
130605-175945	4.0
130705-172200	4.0
130730-093153	4.0
130605-100527	2.0
130627-113959	2.0
130724-121323	3.0
130730-111514	2.0
130605-123334	4.0
130620-164527	3.0
130605-143038	4.0
130605-144036	3.0
130605-153619	4.0
130605-165801	2.0
130605-165714	3.0
130605-183446	1.0
130630-135411	2.0
130727-181140	2.0
130605-193036	4.0
130605-200253	4.0
130606-112254	1.0
130606-112247	2.0
130723-105308	2.0
130606-121945	4.0
130727-142736	4.0
130606-143548	2.0
130606-131828	4.0
130628-091939	4.0
130606-114203	2.0
130615-125428	2.0
130606-114505	2.0
130627-154046	4.0
130606-124510	4.0
130606-154626	2.0
130606-151432	2.0
130723-153328	1.0
130606-095953	4.0
130606-094824	4.0
130703-101403	4.0
130606-120214	3.0
130619-151650	4.0
130722-093227	4.0
130606-111806	2.0
130621-161805	4.0
130606-120603	4.0
130610-164209	4.0
130606-140459	1.0
130729-142548	2.0
130606-143204	4.0
130704-092302	3.0
130606-142316	3.0
130702-110332	4.0
130606-171025	2.0
130606-165218	3.0
130606-095421	1.0
130606-095353	2.0
130606-105822	4.0
130606-110214	2.0
130606-155403	3.0
130619-160756	3.0
130702-104340	3.0
130715-135353	3.0
130606-110548	4.0
130606-123520	4.0
130606-152008	2.0
130606-171809	4.0
130606-165855	4.0
130606-183026	2.0
130728-095024	2.0
130606-155525	4.0
130728-145221	4.0
130606-174852	4.0
130704-130807	4.0
130606-112119	3.0
130606-122837	3.0
130606-145840	3.0
130625-101847	3.0
130606-170048	4.0
130606-110340	4.0
130606-121746	2.0
130606-140551	2.0
130626-140040	2.0
130723-093112	3.0
130606-135412	2.0
130624-114125	2.0
130606-143400	2.0
130719-122700	4.0
130606-142715	2.0
130606-160306	3.0
130620-161637	3.0
130606-105132	2.0
130613-155523	4.0
130615-123023	4.0
130606-130153	2.0
130606-095825	2.0
130606-112021	1.0
130606-113808	2.0
130606-120514	2.0
130606-122149	4.0
130722-132924	2.0
130606-131925	4.0
130702-123851	4.0
130606-160945	2.0
130606-190112	4.0
130606-123624	2.0
130617-100605	2.0
130606-162319	4.0
130606-154501	1.0
130606-151151	2.0
130701-103004	2.0
130606-162239	4.0
130606-162820	4.0
130606-170833	4.0
130701-173153	4.0
130607-110014	4.0
130621-164207	3.0
130705-105318	4.0
130726-105420	4.0
130607-101326	4.0
130619-113557	4.0
130607-174315	4.0
130607-101140	4.0
130607-142735	4.0
130607-141157	4.0
130607-144035	4.0
130607-180007	4.0
130607-180854	4.0
130607-180110	2.0
130607-190751	2.0
130607-112932	2.0
130701-095334	2.0
130607-133600	4.0
130607-133132	2.0
130625-142801	4.0
130607-141949	4.0
130607-171704	2.0
130705-105129	4.0
130730-141015	2.0
130607-103200	4.0
130607-110342	4.0
130607-105147	4.0
130607-111011	2.0
130607-120834	4.0
130607-134054	4.0
130607-143234	4.0
130607-113831	2.0
130627-134347	3.0
130607-125858	2.0
130610-104159	2.0
130627-161749	2.0
130726-094520	2.0
130607-192813	4.0
130611-155403	4.0
130622-162100	4.0
130607-120159	4.0
130712-114203	4.0
130725-124147	4.0
130607-100224	2.0
130730-104119	2.0
130607-131959	4.0
130703-175808	4.0
130713-185507	4.0
130717-182534	4.0
130727-131321	4.0
130607-141959	2.0
130710-155424	2.0
130607-141546	4.0
130607-142032	4.0
130703-151436	2.0
130721-142725	2.0
130607-153449	4.0
130607-180345	4.0
130624-111221	4.0
130607-193215	4.0
130607-182209	2.0
130626-091620	2.0
130607-095459	2.0
130607-105429	2.0
130720-093214	4.0
130607-121604	1.0
130607-105138	4.0
130607-132136	4.0
130607-133213	4.0
130607-161133	2.0
130627-081658	2.0
130607-162341	4.0
130607-180330	4.0
130613-171205	4.0
130711-180759	4.0
130607-165103	4.0
130607-160510	1.0
130629-113445	3.0
130707-165936	1.0
130715-102036	1.0
130728-102925	2.0
130607-103624	2.0
130607-111546	4.0
130624-122817	4.0
130707-114202	4.0
130722-102829	4.0
130607-113045	4.0
130617-115723	4.0
130719-083647	2.0
130607-124318	2.0
130708-152618	4.0
130607-115008	4.0
130607-123134	2.0
130620-152343	2.0
130705-180829	2.0
130723-170759	2.0
130607-121811	4.0
130724-110615	4.0
130607-154003	4.0
130728-102453	4.0
130607-160033	3.0
130607-161248	2.0
130701-182907	2.0
130607-185354	2.0
130607-100801	4.0
130627-105459	4.0
130711-104728	4.0
130719-111609	4.0
130607-101720	4.0
130607-163507	4.0
130607-173202	3.0
130625-110940	3.0
130607-181512	4.0
130608-111037	2.0
130608-105650	2.0
130608-115902	4.0
130726-160437	4.0
130608-115932	4.0
130608-134059	2.0
130608-140510	4.0
130608-120142	3.0
130608-102654	4.0
130608-125504	2.0
130608-150108	4.0
130608-182338	2.0
130608-113545	4.0
130608-140850	4.0
130628-101521	4.0
130608-170426	4.0
130613-131533	4.0
130608-144100	4.0
130608-091409	4.0
130608-153143	4.0
130608-123240	2.0
130613-162044	2.0
130623-100945	2.0
130628-175848	2.0
130707-102627	2.0
130721-091247	2.0
130608-150209	3.0
130608-150708	4.0
130608-160542	4.0
130608-155936	4.0
130608-155920	4.0
130608-102100	1.0
130608-112036	4.0
130608-192531	2.0
130613-164413	2.0
130625-171803	2.0
130706-122342	2.0
130718-172610	2.0
130608-145805	4.0
130608-092602	4.0
130608-104941	4.0
130608-102613	1.0
130608-114041	2.0
130608-140248	2.0
130628-113105	2.0
130729-160504	4.0
130608-170824	4.0
130608-172704	4.0
130610-134044	4.0
130608-135058	2.0
130608-104241	4.0
130608-115838	4.0
130622-111920	4.0
130608-124102	2.0
130713-104817	2.0
130608-170924	4.0
130608-131358	4.0
130608-135340	4.0
130627-142527	4.0
130716-113732	4.0
130730-145558	4.0
130608-124952	4.0
130608-121647	4.0
130608-145904	4.0
130608-153800	2.0
130629-165159	2.0
130706-155442	4.0
130608-104029	4.0
130608-130536	3.0
130615-142211	4.0
130628-094618	4.0
130608-140300	3.0
130705-175532	4.0
130608-184451	2.0
130608-140130	4.0
130616-130037	4.0
130608-114655	1.0
130608-123207	4.0
130618-143525	2.0
130702-113458	4.0
130711-164400	4.0
130608-133238	4.0
130608-143137	4.0
130628-143645	4.0
130608-142501	4.0
130608-145054	3.0
130608-145015	2.0
130621-120405	4.0
130608-150349	2.0
130608-110032	2.0
130608-095611	2.0
130608-115836	4.0
130609-111210	3.0
130613-115646	3.0
130630-161411	4.0
130609-151842	2.0
130609-133319	4.0
130609-104737	4.0
130609-123827	4.0
130623-105022	4.0
130728-115836	4.0
130609-133612	4.0
130609-160808	4.0
130609-125907	4.0
130609-123854	4.0
130609-141746	3.0
130609-150538	4.0
130609-145844	4.0
130609-181028	1.0
130609-103415	1.0
130609-115731	4.0
130609-124402	2.0
130609-135016	4.0
130609-104935	4.0
130609-144113	3.0
130609-163447	1.0
130609-174115	4.0
130609-150315	2.0
130621-175523	3.0
130609-124540	3.0
130609-145932	2.0
130622-143228	3.0
130609-132617	4.0
130609-142006	4.0
130609-162718	2.0
130609-111537	3.0
130710-162534	4.0
130730-180856	2.0
130609-115413	4.0
130616-121015	4.0
130609-144407	4.0
130627-121431	4.0
130729-151634	4.0
130609-111841	4.0
130625-123628	4.0
130711-161201	4.0
130729-152507	4.0
130610-113618	2.0
130610-115551	2.0
130627-101428	4.0
130709-094904	4.0
130610-120100	4.0
130610-125039	4.0
130610-140511	4.0
130610-150545	4.0
130610-162807	3.0
130627-134423	3.0
130708-135424	3.0
130723-173223	3.0
130610-163007	4.0
130610-164919	3.0
130610-170232	2.0
130610-182909	1.0
130623-125035	2.0
130706-112004	2.0
130727-160957	2.0
130610-182308	2.0
130716-174442	2.0
130610-110658	3.0
130610-130344	4.0
130621-124227	4.0
130724-130739	4.0
130610-140320	4.0
130610-143531	4.0
130610-172840	1.0
130708-141930	1.0
130610-112240	4.0
130610-185003	4.0
130610-101807	4.0
130610-113145	2.0
130721-091942	2.0
130610-140853	4.0
130610-150838	4.0
130610-155220	4.0
130610-162349	4.0
130715-131318	4.0
130610-131146	4.0
130729-112327	4.0
130610-175003	4.0
130717-164243	4.0
130610-183230	4.0
130610-121204	2.0
130629-150706	4.0
130727-120201	4.0
130610-112418	3.0
130720-153110	4.0
130720-103258	4.0
130610-104751	2.0
130610-115435	4.0
130706-112651	4.0
130610-125424	4.0
130619-120854	4.0
130610-113849	4.0
130719-102039	4.0
130610-114134	4.0
130701-181752	2.0
130708-142157	4.0
130725-175308	4.0
130610-093427	4.0
130610-103719	4.0
130610-114755	4.0
130610-115555	4.0
130610-150303	4.0
130610-155345	4.0
130610-173543	2.0
130719-151910	3.0
130610-180902	3.0
130626-115519	3.0
130610-180057	2.0
130610-180716	2.0
130610-151910	3.0
130610-135706	2.0
130710-092514	2.0
130610-123732	4.0
130610-102326	1.0
130610-110032	2.0
130703-113245	2.0
130610-120015	2.0
130610-125940	2.0
130721-130821	4.0
130610-150428	4.0
130707-134128	4.0
130610-162923	3.0
130619-091044	4.0
130610-093113	2.0
130614-162414	1.0
130610-095234	2.0
130625-141947	2.0
130610-104321	4.0
130623-142334	4.0
130709-141928	4.0
130716-093732	4.0
130610-102440	4.0
130708-114521	2.0
130610-102942	4.0
130610-124412	4.0
130610-130426	2.0
130610-132804	4.0
130723-141858	4.0
130610-145217	2.0
130716-154209	4.0
130610-155602	3.0
130610-162919	4.0
130625-175244	4.0
130610-163041	4.0
130621-134324	4.0
130610-170859	4.0
130610-101407	4.0
130610-111635	4.0
130610-110609	4.0
130610-125257	2.0
130610-134245	2.0
130610-165120	4.0
130610-193420	4.0
130610-170518	2.0
130610-123217	4.0
130711-155241	4.0
130610-145651	4.0
130610-112600	4.0
130611-100006	3.0
130611-112738	2.0
130611-114544	4.0
130611-121207	4.0
130618-121605	4.0
130626-143902	4.0
130611-123027	4.0
130611-123150	4.0
130611-124649	3.0
130621-172215	4.0
130611-131333	4.0
130611-135541	4.0
130701-100819	4.0
130611-142947	2.0
130627-143219	4.0
130726-191359	4.0
130611-164956	3.0
130611-105426	4.0
130611-113340	4.0
130611-132526	2.0
130611-165600	4.0
130611-175618	4.0
130628-125252	4.0
130611-141342	4.0
130710-124940	4.0
130727-124218	4.0
130611-102612	3.0
130611-140952	4.0
130611-153931	3.0
130611-170933	4.0
130611-173627	4.0
130611-101700	3.0
130629-080757	4.0
130611-104939	4.0
130627-104703	4.0
130611-123206	4.0
130611-123601	2.0
130706-103809	2.0
130731-104008	2.0
130611-131206	4.0
130611-154845	4.0
130715-171711	4.0
130611-173358	4.0
130611-174338	4.0
130611-181610	2.0
130611-113432	1.0
130611-104917	4.0
130611-122920	2.0
130611-135813	4.0
130611-141346	2.0
130705-110212	2.0
130611-155252	2.0
130719-090736	2.0
130727-123310	3.0
130611-180804	4.0
130611-143224	1.0
130611-083115	2.0
130611-121550	2.0
130611-142130	3.0
130626-100612	4.0
130708-112836	4.0
130721-121507	4.0
130611-100140	4.0
130611-113051	4.0
130611-103306	4.0
130611-143713	4.0
130611-171103	4.0
130611-113502	3.0
130611-111254	2.0
130712-115635	3.0
130611-124010	4.0
130611-144450	4.0
130611-175035	2.0
130611-141652	4.0
130611-160730	3.0
130611-103242	4.0
130611-100427	2.0
130626-174411	4.0
130726-173132	4.0
130611-114613	4.0
130611-133652	4.0
130611-161346	2.0
130626-163533	4.0
130714-111718	2.0
130611-165929	4.0
130611-175018	4.0
130712-105904	4.0
130611-174536	4.0
130612-111738	2.0
130627-101427	4.0
130713-142106	4.0
130612-123820	3.0
130612-115812	2.0
130612-121731	3.0
130730-120041	4.0
130612-121315	4.0
130612-150212	4.0
130612-154538	4.0
130612-154833	4.0
130612-164902	3.0
130623-141051	4.0
130709-123547	4.0
130612-170731	4.0
130612-171550	2.0
130612-152857	3.0
130612-093606	4.0
130612-104630	2.0
130612-165637	4.0
130612-173508	2.0
130627-164359	2.0
130710-163549	2.0
130612-180011	2.0
130709-171059	2.0
130612-105433	2.0
130612-105832	2.0
130709-133246	4.0
130612-103212	3.0
130612-132757	4.0
130612-180707	4.0
130612-095450	2.0
130612-123654	4.0
130612-145341	4.0
130612-165423	4.0
130612-180913	2.0
130612-181725	4.0
130622-142102	4.0
130705-124912	4.0
130612-172321	4.0
130708-153159	4.0
130708-143559	4.0
130730-172939	4.0
130612-085708	3.0
130727-121732	1.0
130612-113710	4.0
130719-111025	2.0
130612-115503	4.0
130612-121511	2.0
130612-153029	4.0
130704-161250	4.0
130720-094558	4.0
130612-183240	4.0
130709-111221	4.0
130612-102132	2.0
130612-110756	4.0
130612-113129	4.0
130612-135637	4.0
130612-133102	2.0
130612-150735	4.0
130620-094609	4.0
130719-105758	4.0
130612-152819	4.0
130612-120136	3.0
130617-120240	4.0
130711-110609	4.0
130612-161259	4.0
130612-172427	3.0
130612-185257	2.0
130722-171543	2.0
130612-092550	4.0
130711-103727	4.0
130612-094800	1.0
130612-120846	3.0
130612-161458	4.0
130612-171001	4.0
130612-172109	4.0
130625-154344	4.0
130612-174517	2.0
130612-185240	2.0
130612-155340	4.0
130612-094406	4.0
130613-191055	1.0
130629-143710	1.0
130712-190553	1.0
130613-093413	4.0
130622-111528	4.0
130613-114448	4.0
130613-114142	4.0
130613-120431	4.0
130622-142824	4.0
130706-155043	4.0
130613-120157	2.0
130624-150902	2.0
130613-122156	4.0
130613-123131	3.0
130709-091220	2.0
130723-093235	3.0
130613-141540	3.0
130712-090439	3.0
130613-144159	4.0
130613-162926	4.0
130613-172222	2.0
130625-163329	2.0
130613-102807	4.0
130729-172944	4.0
130613-103315	2.0
130715-110432	4.0
130613-183123	4.0
130613-115826	2.0
130727-110655	2.0
130613-125827	4.0
130613-140902	4.0
130613-160944	4.0
130613-165431	4.0
130613-171523	2.0
130613-183626	4.0
130710-174542	4.0
130613-173027	4.0
130613-131307	4.0
130613-141850	2.0
130725-111132	2.0
130613-190016	4.0
130613-173502	2.0
130703-162216	4.0
130613-103503	4.0
130613-171906	2.0
130717-172907	2.0
130613-180551	2.0
130627-155653	4.0
130727-144048	2.0
130613-182708	4.0
130613-155924	2.0
130613-172753	4.0
130613-163736	3.0
130613-134025	4.0
130613-111044	4.0
130613-112158	4.0
130613-124140	1.0
130628-112056	1.0
130713-133343	1.0
130724-124952	1.0
130613-135529	3.0
130715-114729	2.0
130613-160601	2.0
130626-140636	3.0
130613-155855	4.0
130613-161354	4.0
130613-155827	4.0
130613-170259	4.0
130613-094405	4.0
130613-105851	2.0
130613-162038	4.0
130626-170616	4.0
130705-170727	4.0
130613-104248	2.0
130613-104514	3.0
130613-113820	4.0
130613-122456	2.0
130706-135609	2.0
130613-150329	3.0
130618-102931	3.0
130613-164233	4.0
130731-155703	3.0
130613-182207	4.0
130711-163123	4.0
130613-181201	4.0
130707-104244	4.0
130613-110638	2.0
130728-094211	3.0
130613-173021	4.0
130727-191855	4.0
130613-111123	2.0
130613-130858	4.0
130613-132215	2.0
130613-150336	4.0
130613-151207	4.0
130613-170454	4.0
130613-164333	4.0
130613-095206	2.0
130715-094038	4.0
130613-111529	4.0
130613-115320	1.0
130613-093832	4.0
130626-085945	4.0
130709-095509	4.0
130613-121221	2.0
130613-133348	4.0
130613-134931	4.0
130613-131720	2.0
130720-101130	4.0
130613-145524	4.0
130613-155443	2.0
130729-100827	2.0
130613-165640	2.0
130614-110826	2.0
130712-142355	4.0
130614-113228	2.0
130731-081520	4.0
130614-133642	3.0
130614-125300	3.0
130724-125340	3.0
130614-114322	4.0
130614-131544	3.0
130614-143758	4.0
130718-173947	4.0
130614-144138	4.0
130614-184228	3.0
130614-162154	4.0
130614-161927	4.0
130614-120532	2.0
130614-160634	2.0
130614-170059	4.0
130720-103938	4.0
130614-105754	3.0
130727-115255	2.0
130614-132210	2.0
130726-171840	2.0
130614-183140	2.0
130723-150659	2.0
130614-115420	2.0
130614-112333	4.0
130627-114014	4.0
130614-110316	3.0
130712-093701	3.0
130614-145513	4.0
130614-160309	3.0
130614-165539	4.0
130702-122441	4.0
130719-111751	4.0
130614-183504	4.0
130614-170730	1.0
130624-162600	2.0
130614-114658	2.0
130614-101238	2.0
130614-125741	3.0
130614-124811	3.0
130627-180217	3.0
130614-163258	1.0
130614-170831	4.0
130614-190500	2.0
130726-134454	1.0
130614-160553	4.0
130701-101932	4.0
130614-165916	4.0
130614-115903	3.0
130614-185334	2.0
130614-174053	4.0
130614-180450	4.0
130614-194053	2.0
130713-183124	2.0
130614-144027	3.0
130614-095832	2.0
130628-104822	2.0
130705-171239	2.0
130728-154942	2.0
130614-122621	2.0
130715-103800	2.0
130614-123739	4.0
130614-131840	4.0
130614-151454	4.0
130614-154041	4.0
130701-114632	4.0
130721-123932	4.0
130614-163143	2.0
130711-124058	2.0
130614-164525	4.0
130614-172715	4.0
130706-094819	4.0
130614-132440	2.0
130713-151512	2.0
130614-143221	4.0
130711-112227	4.0
130614-185234	2.0
130614-175255	2.0
130709-101822	2.0
130614-102436	1.0
130614-110251	4.0
130614-122232	2.0
130614-120654	4.0
130614-130711	4.0
130705-162424	4.0
130614-130059	2.0
130625-124716	2.0
130614-131810	4.0
130614-143457	4.0
130614-154305	3.0
130614-112606	4.0
130628-084300	4.0
130614-161506	4.0
130719-171455	4.0
130614-165312	4.0
130614-160928	4.0
130614-172536	3.0
130614-171843	4.0
130614-180254	2.0
130623-195015	1.0
130708-164255	2.0
130614-183812	2.0
130707-151648	2.0
130728-122326	2.0
130614-093253	3.0
130615-105118	2.0
130731-153614	1.0
130615-163125	2.0
130615-123427	3.0
130615-142424	4.0
130615-152701	4.0
130618-142234	4.0
130615-130911	2.0
130615-135950	3.0
130615-152535	4.0
130615-152000	3.0
130615-154648	4.0
130615-161440	3.0
130615-175247	2.0
130615-111501	4.0
130615-122409	4.0
130623-153956	4.0
130615-173843	4.0
130615-122419	4.0
130729-105616	4.0
130615-112608	2.0
130620-182331	2.0
130615-123256	3.0
130615-135935	4.0
130615-151014	4.0
130615-150942	4.0
130628-133950	4.0
130702-160234	4.0
130710-172716	4.0
130615-155857	4.0
130615-111943	2.0
130626-144853	3.0
130726-102324	3.0
130615-111852	3.0
130615-113308	1.0
130615-125224	2.0
130615-132404	4.0
130615-131748	2.0
130717-111153	2.0
130615-152750	2.0
130719-085102	3.0
130615-165404	4.0
130714-094846	4.0
130615-182555	4.0
130626-115826	4.0
130615-183012	2.0
130615-173052	3.0
130615-100533	4.0
130615-104426	3.0
130712-182358	3.0
130615-105701	4.0
130703-095711	4.0
130615-113059	4.0
130615-125137	3.0
130615-140710	1.0
130615-145817	4.0
130615-155918	4.0
130615-163204	4.0
130629-143127	4.0
130615-172226	1.0
130615-112006	2.0
130615-133246	4.0
130615-113138	4.0
130615-120531	2.0
130630-151443	2.0
130730-173840	2.0
130615-143804	4.0
130615-145041	4.0
130615-163759	2.0
130702-151609	2.0
130724-153501	3.0
130615-155318	2.0
130615-185230	1.0
130615-125916	2.0
130615-095106	4.0
130615-134458	1.0
130716-185607	1.0
130615-151232	4.0
130625-144149	4.0
130615-161634	4.0
130615-181244	3.0
130615-114049	2.0
130628-100918	4.0
130615-120433	2.0
130701-152632	4.0
130709-165034	2.0
130720-130757	2.0
130615-133617	2.0
130707-180546	2.0
130615-142135	1.0
130615-164132	4.0
130616-105435	4.0
130616-114229	4.0
130620-102554	2.0
130624-102940	4.0
130629-090810	2.0
130712-123612	4.0
130616-123029	2.0
130616-162349	3.0
130620-163331	2.0
130616-093957	4.0
130719-115642	3.0
130616-124134	4.0
130701-110949	4.0
130724-122852	4.0
130616-143143	2.0
130630-145354	4.0
130710-151717	2.0
130616-150314	2.0
130616-113205	3.0
130616-122224	4.0
130705-092248	2.0
130616-152007	2.0
130720-092323	1.0
130616-125716	4.0
130616-121317	2.0
130616-153725	4.0
130616-170348	4.0
130710-102831	4.0
130721-155815	4.0
130616-140028	2.0
130627-131412	2.0
130714-133912	2.0
130729-170100	2.0
130616-175009	1.0
130616-181636	4.0
130616-122100	4.0
130616-130208	2.0
130622-150441	2.0
130629-130836	2.0
130616-133838	2.0
130616-182801	2.0
130616-110222	4.0
130616-140823	4.0
130716-112307	4.0
130616-103048	4.0
130616-104459	1.0
130616-114943	4.0
130616-121712	1.0
130715-114459	3.0
